country	continent	intercept	slope	residual error
Gambia	Africa	28.4003717948718	0.581825874125873	1.14756100157291
Mauritius	Africa	55.3707692307692	0.348453846153846	1.74021417890486
Bolivia	Americas	38.7564487179487	0.499932167832167	1.18444486859314
Canada	Americas	68.8838461538462	0.21886923076923	0.249248292949942
Afghanistan	Asia	29.9072948717949	0.275328671328671	1.22278798153463
Israel	Asia	66.3004102564103	0.267106293706294	0.36574010923855
Norway	Europe	72.2146153846154	0.131941258741258	0.489679044307153
Turkey	Europe	46.0223205128205	0.49723986013986	1.14706605026026
